Dates;RH1;RH2;RH3;T;Label
01/01/2019 00:10;93.4;82.474;97.2;-1.988;93.6
01/01/2019 00:20;94.6;83.627;97.0;-2.197;93.2
01/01/2019 00:30;94.0;84.565;96.4;-2.114;93.1
01/01/2019 00:40;94.7;84.979;96.0;-2.256;92.8
01/01/2019 00:50;94.0;85.214;96.2;-2.411;92.7
01/01/2019 01:00;94.9;87.139;96.0;-2.341;92.6
01/01/2019 01:10;95.0;88.03;95.9;-2.409;92.2
01/01/2019 01:20;95.0;88.573;96.0;-2.386;92.1
01/01/2019 01:30;95.0;88.358;95.8;-2.314;92.0
01/01/2019 01:40;94.7;88.208;95.0;-2.31;91.6
01/01/2019 01:50;95.0;88.877;95.1;-2.355;91.3
01/01/2019 02:00;95.3;89.296;95.0;-2.264;91.3
01/01/2019 02:10;96.0;89.774;95.6;-2.292;91.2
01/01/2019 02:20;96.0;89.535;96.4;-2.268;91.3
01/01/2019 02:30;96.0;90.415;95.1;-2.141;91.2
01/01/2019 02:40;96.0;89.993;95.0;-2.236;90.9
01/01/2019 02:50;96.0;91.028;95.0;-2.19;91.0
01/01/2019 03:00;96.0;90.54;94.8;-2.114;91.1
01/01/2019 03:10;96.375;90.237;95.0;-2.355;90.7
01/01/2019 03:20;96.625;90.849;95.0;-2.454;90.9
01/01/2019 03:30;97.0;90.503;95.0;-2.437;91.0
01/01/2019 03:40;97.0;90.746;95.0;-2.593;91.0
01/01/2019 03:50;97.0;90.802;94.7;-2.52;91.2
01/01/2019 04:00;97.0;91.347;94.7;-2.572;91.2
01/01/2019 04:10;97.0;91.243;95.0;-2.845;91.2
01/01/2019 04:20;97.0;91.097;95.0;-2.905;91.5
01/01/2019 04:30;97.0;91.738;95.0;-3.02;91.4
01/01/2019 04:40;97.0;92.12;95.9;-3.052;91.6
01/01/2019 04:50;97.0;91.502;95.8;-3.071;91.6
01/01/2019 05:00;97.0;91.187;95.4;-3.045;91.7
01/01/2019 05:10;97.1;91.458;95.0;-3.222;91.7
01/01/2019 05:20;97.0;91.434;95.4;-3.396;91.7
01/01/2019 05:30;97.0;91.367;95.0;-3.439;91.9
01/01/2019 05:40;97.0;92.031;94.9;-3.463;92.0
01/01/2019 05:50;97.0;91.601;95.9;-3.301;92.0
01/01/2019 06:00;97.0;91.446;95.1;-3.219;91.9
01/01/2019 06:10;97.0;90.817;95.1;-3.13;91.7
01/01/2019 06:20;97.2222;91.314;96.0;-3.117;91.7
01/01/2019 06:30;98.0;91.493;96.0;-3.048;91.7
01/01/2019 06:40;97.125;92.092;96.0;-2.679;91.9
01/01/2019 06:50;97.875;92.152;96.1;-2.388;91.9
01/01/2019 07:00;98.0;92.39;97.6;-2.102;92.0
01/01/2019 07:10;98.0;92.987;98.0;-1.79;92.1
01/01/2019 07:20;98.0;92.791;97.6;-1.446;92.2
01/01/2019 07:30;98.0;93.311;98.0;-1.118;92.2
01/01/2019 07:40;98.0;93.24;98.0;-0.94;92.2
01/01/2019 07:50;98.0;93.016;98.0;-0.684;92.0
01/01/2019 08:00;98.0;92.889;98.0;-0.414;91.8
01/01/2019 08:10;98.0;93.144;97.0;-0.198;91.5
01/01/2019 08:20;98.0;92.806;96.5;0.027;91.1
01/01/2019 08:30;98.0;92.954;95.9;0.279;90.7
01/01/2019 08:40;98.0;93.111;96.5;0.484;90.2
01/01/2019 08:50;97.1;92.608;96.6667;0.619;89.5
01/01/2019 09:00;95.1;91.594;94.875;0.886;89.1
01/01/2019 09:10;91.5;91.362;93.7;1.341;88.2
01/01/2019 09:20;88.5;89.1275;92.4;1.598;87.4
01/01/2019 09:30;83.7;85.915;92.9;1.997;86.7
01/01/2019 09:40;76.1;85.1011;92.0;2.386;84.9
01/01/2019 09:50;74.0;85.1111;89.3;2.526;85.0
01/01/2019 10:00;75.9;83.5387;88.7;2.988;84.2
01/01/2019 10:10;74.7;81.6222;84.8;2.956;82.7
01/01/2019 10:20;73.0;80.385;80.2;2.834;83.8
01/01/2019 10:30;71.9;79.016;75.0;2.981;84.6
01/01/2019 10:40;69.7;76.75;71.9;3.737;82.5
01/01/2019 10:50;67.6;71.79;70.6;5.427;74.67
01/01/2019 11:00;64.9;63.287;64.1;6.891;67.62
01/01/2019 11:10;61.4;59.333;61.7;7.703;64.66
01/01/2019 11:20;60.9;56.705;58.7;8.5;61.99
01/01/2019 11:30;58.8;55.8878;57.7;8.76;59.17
01/01/2019 11:40;56.6;56.68;56.9;9.17;57.73
01/01/2019 11:50;52.9;55.805;53.7;9.72;55.98
01/01/2019 12:00;51.4;52.034;52.0;10.85;52.61
01/01/2019 12:10;50.3;48.818;50.7;11.4;52.15
01/01/2019 12:20;49.6;50.735;50.8;11.12;53.8
01/01/2019 12:30;49.2;50.617;51.6;11.49;53.0
01/01/2019 12:40;48.6;50.915;52.8889;11.19;54.23
01/01/2019 12:50;50.1;52.433;54.3333;11.44;55.43
01/01/2019 13:00;57.2;51.863;56.8;11.51;57.69
01/01/2019 13:10;59.5;52.906;58.4;11.94;59.66
01/01/2019 13:20;61.2;52.799;59.9;12.05;60.6
01/01/2019 13:30;60.5;54.607;61.0;12.3;59.42
01/01/2019 13:40;58.1;53.027;61.7;12.55;59.13
01/01/2019 13:50;56.6;52.718;61.4;12.73;58.48
01/01/2019 14:00;56.6;53.44;61.2;12.65;57.74
01/01/2019 14:10;56.5;51.676;59.7;12.48;56.05
01/01/2019 14:20;55.8;50.612;62.5;12.11;58.72
01/01/2019 14:30;59.2;51.396;66.375;12.07;61.5
01/01/2019 14:40;62.375;54.441;68.4286;11.89;63.61
01/01/2019 14:50;64.2222;57.445;69.0;11.53;65.35
01/01/2019 15:00;67.0;59.957;69.0;11.3;66.08
01/01/2019 15:10;68.2222;60.8;69.0;11.05;66.25
01/01/2019 15:20;68.1429;61.614;69.5;11.04;65.68
01/01/2019 15:30;68.8889;62.185;71.0;10.06;68.45
01/01/2019 15:40;70.0;64.74;73.5;9.26;72.05
01/01/2019 15:50;71.4444;70.724;75.1;8.11;75.11
01/01/2019 16:00;73.1429;72.866;76.2;6.804;79.81
01/01/2019 16:10;75.1111;72.87;79.2;5.511;83.4
01/01/2019 16:20;76.8;73.193;81.4;4.711;86.0
01/01/2019 16:30;77.9;77.407;83.6;3.712;87.6
01/01/2019 16:40;78.8;78.58;87.0;3.363;89.3
01/01/2019 16:50;79.4;78.982;88.8;2.79;90.0
01/01/2019 17:00;81.0;79.023;89.9;2.163;90.9
01/01/2019 17:10;81.3;79.169;91.5;1.874;91.6
01/01/2019 17:20;81.2;78.539;93.1;1.354;92.1
01/01/2019 17:30;83.7;80.781;93.875;1.32;92.7
01/01/2019 17:40;83.5;83.3;94.2;0.912;92.8
01/01/2019 17:50;84.4;86.297;93.3;0.451;93.0
01/01/2019 18:00;86.7;86.125;94.2;0.613;93.3
01/01/2019 18:10;87.0;86.549;95.1;0.163;93.3
01/01/2019 18:20;88.7;86.405;95.4;0.445;93.7
01/01/2019 18:30;90.7;87.886;95.4;0.481;93.9
01/01/2019 18:40;90.5;87.513;95.7;0.461;93.9
01/01/2019 18:50;91.3;88.653;97.0;0.04;93.9
01/01/2019 19:00;92.6;88.43;96.3;-0.411;93.9
01/01/2019 19:10;93.0;88.682;95.6;-0.381;94.1
01/01/2019 19:20;93.0;88.459;96.7;-0.475;94.2
01/01/2019 19:30;94.0;89.599;96.1;-0.611;94.2
01/01/2019 19:40;94.0;89.454;96.5;-0.91;94.2
01/01/2019 19:50;94.2;88.804;96.0;-1.152;94.1
01/01/2019 20:00;95.0;89.7;96.0;-1.162;94.2
01/01/2019 20:10;95.1;90.124;96.2;-1.582;94.0
01/01/2019 20:20;96.0;91.181;96.7;-1.669;94.1
01/01/2019 20:30;96.0;91.097;97.0;-1.715;94.2
01/01/2019 20:40;96.0;90.241;96.4;-1.871;94.2
01/01/2019 20:50;96.0;90.963;96.2;-1.984;94.2
01/01/2019 21:00;96.0;91.088;96.0;-2.066;94.3
01/01/2019 21:10;96.8;90.354;96.8;-2.114;94.2
01/01/2019 21:20;96.5;90.083;97.0;-2.161;94.2
01/01/2019 21:30;96.7778;90.161;97.0;-2.178;94.2
01/01/2019 21:40;96.0;90.313;96.5;-2.428;94.1
01/01/2019 21:50;97.0;91.362;96.1;-2.381;94.2
01/01/2019 22:00;97.0;91.9456;96.2;-2.621;94.0
01/01/2019 22:10;97.0;91.6644;96.9;-2.83;94.0
01/01/2019 22:20;97.0;91.7875;96.9;-2.833;94.0
01/01/2019 22:30;97.0;91.6425;96.1;-3.038;93.8
01/01/2019 22:40;97.0;91.9412;96.2;-3.09;93.8
01/01/2019 22:50;97.0;91.3478;96.0;-3.109;93.8
01/01/2019 23:00;97.0;91.6989;96.0;-3.203;93.6
01/01/2019 23:10;97.0;91.7087;96.0;-3.36;93.5
01/01/2019 23:20;97.0;91.5489;96.0;-3.333;93.5
01/01/2019 23:30;97.0;91.9822;95.7;-3.43;93.4
01/01/2019 23:40;97.3333;92.075;95.9;-3.421;93.4
01/01/2019 23:50;98.0;91.454;96.2;-3.618;93.2
02/01/2019 00:00;98.0;92.16;96.7;-3.801;93.1
02/01/2019 00:10;98.0;91.845;96.1111;-3.914;93.1
02/01/2019 00:20;98.0;91.978;96.0;-3.828;93.2
02/01/2019 00:30;98.0;91.536;95.8;-3.811;93.1
02/01/2019 00:40;98.0;92.406;95.0;-4.049;92.7
02/01/2019 00:50;97.25;92.521;95.0;-4.208;92.7
02/01/2019 01:00;97.0;92.294;95.2;-4.248;92.6
02/01/2019 01:10;98.0;91.669;95.1;-4.056;92.7
02/01/2019 01:20;98.0;92.136;95.4;-4.185;92.4
02/01/2019 01:30;98.0;92.138;96.0;-4.348;92.2
02/01/2019 01:40;98.0;93.1513;95.4;-4.501;92.1
02/01/2019 01:50;97.2;93.0244;94.7;-4.698;92.0
02/01/2019 02:00;97.6;92.3244;94.6;-4.705;92.0
02/01/2019 02:10;98.0;92.7333;94.7;-4.873;91.7
02/01/2019 02:20;97.3;93.651;94.4;-4.821;91.7
02/01/2019 02:30;97.0;93.579;95.1;-4.838;91.6
02/01/2019 02:40;97.0;93.22;94.5;-4.881;91.6
02/01/2019 02:50;97.0;93.124;94.8;-4.788;91.5
02/01/2019 03:00;97.0;92.987;95.2;-4.829;91.4
02/01/2019 03:10;97.0;92.9578;94.8;-4.95;91.3
02/01/2019 03:20;97.0;93.757;95.3;-5.105;91.3
02/01/2019 03:30;97.0;92.551;96.1;-5.172;91.3
02/01/2019 03:40;97.0;93.558;95.2;-5.216;91.4
02/01/2019 03:50;97.0;92.548;94.3;-5.188;91.5
02/01/2019 04:00;97.0;93.901;94.9;-4.779;91.8
02/01/2019 04:10;97.0;93.844;94.5;-4.604;91.8
02/01/2019 04:20;97.0;92.646;95.4;-4.575;91.9
02/01/2019 04:30;97.0;93.252;96.0;-4.493;91.9
02/01/2019 04:40;97.0;93.587;95.8;-4.397;92.1
02/01/2019 04:50;97.0;93.23;96.5;-4.286;92.2
02/01/2019 05:00;97.0;93.78;95.6;-4.442;92.1
02/01/2019 05:10;97.0;93.147;95.1;-4.466;92.1
02/01/2019 05:20;97.0;92.726;95.6;-4.706;92.0
02/01/2019 05:30;97.0;92.727;95.5;-4.95;92.0
02/01/2019 05:40;97.0;92.842;95.9;-5.043;91.9
02/01/2019 05:50;97.0;92.905;95.0;-5.024;92.0
02/01/2019 06:00;97.0;93.281;95.7778;-5.398;91.7
02/01/2019 06:10;97.0;93.48;95.1111;-5.304;91.9
02/01/2019 06:20;97.6667;91.911;95.2;-5.389;91.8
02/01/2019 06:30;98.0;91.913;94.8;-5.432;91.9
02/01/2019 06:40;98.0;92.444;94.4;-5.158;92.0
02/01/2019 06:50;98.0;91.815;96.0;-5.172;91.9
02/01/2019 07:00;98.0;92.668;96.0;-4.96;92.1
02/01/2019 07:10;98.5;92.074;96.2;-4.943;91.9
02/01/2019 07:20;99.0;91.991;95.6;-4.943;91.9
02/01/2019 07:30;99.0;80.815;96.2;-5.11;91.7
02/01/2019 07:40;98.4;69.936;95.3;-4.346;92.0
02/01/2019 07:50;97.5;63.704;95.7;-3.635;91.6
02/01/2019 08:00;96.7;58.249;94.9;-2.95;91.1
02/01/2019 08:10;95.3;53.253;94.4;-1.876;90.7
02/01/2019 08:20;93.5;51.436;95.9;-0.886;90.8
02/01/2019 08:30;91.8;50.137;94.6;0.808;90.6
02/01/2019 08:40;90.6;49.481;90.7;2.049;88.3
02/01/2019 08:50;85.6;48.719;87.2;2.069;85.0
02/01/2019 09:00;79.3;47.282;83.7;2.291;88.2
02/01/2019 09:10;70.6;43.313;84.9;3.217;87.9
02/01/2019 09:20;67.3;41.111;80.3;4.253;86.1
02/01/2019 09:30;62.6;38.8156;80.6;5.611;80.7
02/01/2019 09:40;60.625;37.325;77.3;5.969;79.39
02/01/2019 09:50;54.375;35.8722;75.7;7.141;77.06
02/01/2019 10:00;53.0;35.0167;75.1;7.717;75.02
02/01/2019 10:10;47.7778;33.61;77.1;9.16;59.66
02/01/2019 10:20;44.0;33.469;70.5;10.26;46.88
02/01/2019 10:30;43.25;32.746;67.9;11.13;41.23
02/01/2019 10:40;42.5;31.215;60.1;11.98;34.77
02/01/2019 10:50;34.8889;28.349;46.7;12.83;31.4
02/01/2019 11:00;29.6667;25.782;35.0;13.3;28.22
02/01/2019 11:10;25.9;24.846;30.8;13.67;26.32
02/01/2019 11:20;24.9;23.977;28.1;14.07;23.88
02/01/2019 11:30;23.4;23.368;27.1;14.5;23.63
02/01/2019 11:40;23.2;22.375;27.0;14.38;24.34
02/01/2019 11:50;24.0;22.223;28.4;14.12;25.38
02/01/2019 12:00;25.0;27.778;30.1;14.04;26.44
02/01/2019 12:10;26.8;32.094;31.8;13.97;28.05
02/01/2019 12:20;24.1;33.772;32.3333;13.79;32.81
02/01/2019 12:30;22.9;33.6443;34.375;13.39;33.45
02/01/2019 12:40;26.1;35.055;34.625;12.9;35.8
02/01/2019 12:50;31.4;37.09;35.5;12.43;38.8
02/01/2019 13:00;31.25;34.6844;35.1111;13.05;33.3
02/01/2019 13:10;30.5;34.025;36.1111;12.6;37.08
02/01/2019 13:20;29.9;33.688;35.2;12.15;38.54
02/01/2019 13:30;28.8;33.972;35.5;12.21;37.88
02/01/2019 13:40;29.5;35.173;38.4;11.84;35.5
02/01/2019 13:50;31.4;35.026;39.4;11.52;36.07
02/01/2019 14:00;32.6;34.899;40.6;11.45;36.65
02/01/2019 14:10;32.2;34.967;41.4;11.3;37.02
02/01/2019 14:20;32.5;34.745;42.4;11.12;37.43
02/01/2019 14:30;32.8;35.176;42.2;10.95;37.94
02/01/2019 14:40;33.0;36.509;42.8;10.61;38.78
02/01/2019 14:50;32.1;37.094;42.6;10.44;39.03
02/01/2019 15:00;34.0;37.796;43.3;10.27;40.18
02/01/2019 15:10;36.0;39.278;44.1;9.78;41.49
02/01/2019 15:20;39.6;40.419;44.5;8.93;43.66
02/01/2019 15:30;42.8;41.023;46.2;8.43;44.84
02/01/2019 15:40;44.5;42.191;48.2;8.27;44.3
02/01/2019 15:50;46.3;42.497;49.4;8.14;44.15
02/01/2019 16:00;46.5;43.962;50.5;7.658;46.06
02/01/2019 16:10;47.7;45.239;49.5;7.401;46.31
02/01/2019 16:20;48.6;46.73;49.9;6.977;47.08
02/01/2019 16:30;50.2;49.367;51.6;6.351;48.62
02/01/2019 16:40;52.1;54.522;51.6;5.594;51.13
02/01/2019 16:50;49.8;56.704;52.4;4.325;55.9
02/01/2019 17:00;48.0;57.678;52.9;3.3;60.71
02/01/2019 17:10;51.2;60.934;56.3;2.358;64.44
02/01/2019 17:20;52.7;62.999;59.6;1.587;66.96
02/01/2019 17:30;53.4;64.731;63.2;0.896;69.36
02/01/2019 17:40;53.3;65.507;67.6;0.354;71.94
02/01/2019 17:50;54.5;65.552;69.3;0.008;73.66
02/01/2019 18:00;56.1;67.753;71.8;0.029;72.6
02/01/2019 18:10;57.9;65.491;74.5;-0.729;74.28
02/01/2019 18:20;58.7;65.325;76.5;-0.477;73.89
02/01/2019 18:30;61.1;70.892;77.0;-0.475;72.85
02/01/2019 18:40;62.1;71.044;77.2;-1.18;75.21
02/01/2019 18:50;62.9;71.405;79.2;-1.69;77.54
02/01/2019 19:00;63.6;73.948;80.4;-1.96;79.14
02/01/2019 19:10;64.9;76.537;82.2;-2.042;79.03
02/01/2019 19:20;66.3;73.885;82.1;-2.269;79.82
02/01/2019 19:30;67.3;72.073;81.6;-2.318;80.4
02/01/2019 19:40;68.8;70.936;83.2;-2.347;80.5
02/01/2019 19:50;69.8;72.35;83.1;-2.343;80.2
02/01/2019 20:00;71.5;75.416;83.0;-2.384;80.1
02/01/2019 20:10;75.8;77.049;84.1111;-2.471;79.75
02/01/2019 20:20;78.6;78.94;85.125;-2.741;80.4
02/01/2019 20:30;79.9;79.365;85.625;-3.042;81.4
02/01/2019 20:40;81.2;81.009;86.3333;-3.09;82.2
02/01/2019 20:50;82.8;81.646;87.0;-3.077;81.5
02/01/2019 21:00;84.4;82.068;87.375;-3.173;81.6
02/01/2019 21:10;84.8;82.311;87.0;-3.417;82.1
02/01/2019 21:20;84.9;82.56;86.9;-3.507;82.4
02/01/2019 21:30;85.8;83.108;85.6;-3.609;82.6
02/01/2019 21:40;86.6;82.663;86.0;-3.582;82.5
02/01/2019 21:50;86.5;83.792;86.9;-3.579;82.2
02/01/2019 22:00;86.1;84.168;86.5;-3.751;82.1
02/01/2019 22:10;86.1;84.76;85.1;-4.01;82.7
02/01/2019 22:20;87.9;84.557;86.2;-4.249;83.4
02/01/2019 22:30;88.1;85.19;86.6;-4.291;83.9
02/01/2019 22:40;89.2;85.279;87.2;-4.584;84.2
02/01/2019 22:50;90.0;85.256;87.2;-4.635;85.0
02/01/2019 23:00;91.0;85.686;87.7778;-4.797;84.7
02/01/2019 23:10;91.0;85.35;87.6667;-4.966;84.9
02/01/2019 23:20;91.0;85.863;88.0;-4.971;85.2
02/01/2019 23:30;90.6;86.71;88.25;-5.126;85.1
02/01/2019 23:40;91.0;86.694;88.7;-5.112;85.3
02/01/2019 23:50;91.0;86.973;89.0;-5.186;85.2
03/01/2019 00:00;91.0;87.134;88.9;-5.213;85.3
03/01/2019 00:10;91.0;87.073;89.9;-5.288;85.3
03/01/2019 00:20;91.9;87.436;89.1;-5.601;85.4
03/01/2019 00:30;92.0;87.833;90.0;-5.631;85.8
03/01/2019 00:40;92.3;88.887;90.1;-5.585;86.0
03/01/2019 00:50;92.5;87.85;90.0;-5.699;86.1
03/01/2019 01:00;92.0;87.635;90.6;-5.658;86.2
03/01/2019 01:10;92.6;88.044;90.9;-5.529;86.4
03/01/2019 01:20;93.0;89.339;90.6;-5.189;86.1
03/01/2019 01:30;93.0;89.355;91.0;-4.933;86.0
03/01/2019 01:40;93.2;89.265;91.3;-4.63;85.8
03/01/2019 01:50;94.0;89.467;90.6;-4.408;85.7
03/01/2019 02:00;94.0;89.205;90.1;-4.293;85.4
03/01/2019 02:10;94.0;89.39;90.0;-4.374;85.1
03/01/2019 02:20;94.0;90.283;90.0;-4.445;85.3
03/01/2019 02:30;93.7;89.651;90.0;-4.633;85.6
03/01/2019 02:40;93.6;88.932;90.8;-4.612;86.3
03/01/2019 02:50;94.0;89.806;90.9;-4.525;86.8
03/01/2019 03:00;94.0;88.759;91.0;-4.408;87.1
03/01/2019 03:10;94.0;88.041;91.0;-4.181;87.4
03/01/2019 03:20;94.0;89.247;91.0;-3.794;87.3
03/01/2019 03:30;93.7;88.745;91.0;-3.674;86.9
03/01/2019 03:40;92.8;87.796;90.7;-3.714;86.7
03/01/2019 03:50;92.0;87.107;90.9;-3.677;86.8
03/01/2019 04:00;92.7;86.778;91.3;-3.555;86.9
03/01/2019 04:10;93.0;86.963;90.8;-3.286;86.8
03/01/2019 04:20;92.2;86.553;90.1;-3.158;86.3
03/01/2019 04:30;91.6;86.145;89.7;-3.031;86.2
03/01/2019 04:40;91.0;83.1;90.3;-2.98;86.1
03/01/2019 04:50;90.9;76.784;90.1;-2.955;86.0
03/01/2019 05:00;89.7;75.945;90.1;-2.984;85.9
03/01/2019 05:10;88.3;76.878;90.7;-3.197;86.2
03/01/2019 05:20;88.0;76.069;90.9;-3.571;86.5
03/01/2019 05:30;88.0;77.225;91.0;-4.05;87.0
03/01/2019 05:40;88.0;77.201;91.1;-4.416;87.7
03/01/2019 05:50;88.0;78.565;92.3;-4.496;88.3
03/01/2019 06:00;88.9;78.592;92.2;-4.854;88.4
03/01/2019 06:10;89.0;78.467;93.0;-4.936;88.8
03/01/2019 06:20;89.2;78.578;92.6;-5.192;88.9
03/01/2019 06:30;90.0;78.93;93.5;-5.347;89.1
03/01/2019 06:40;90.75;76.881;93.3;-5.422;89.2
03/01/2019 06:50;91.0;78.33;93.0;-5.624;89.2
03/01/2019 07:00;91.0;79.625;93.0;-5.758;89.2
03/01/2019 07:10;91.2222;76.854;93.0;-5.635;89.3
03/01/2019 07:20;91.0;76.18;93.0;-5.659;89.2
03/01/2019 07:30;91.375;77.279;93.25;-5.587;89.2
03/01/2019 07:40;92.0;75.69;92.8571;-5.174;89.0
03/01/2019 07:50;92.0;78.479;92.0;-4.817;88.1
03/01/2019 08:00;91.5;79.793;90.8889;-4.189;86.7
03/01/2019 08:10;91.7;80.176;89.125;-3.485;83.8
03/01/2019 08:20;91.9;78.511;87.5;-2.94;80.5
03/01/2019 08:30;91.6;76.756;86.0;-2.114;78.84
03/01/2019 08:40;90.8;72.443;82.75;-0.54;75.06
03/01/2019 08:50;88.6;66.922;79.8;0.094;69.74
03/01/2019 09:00;86.6;64.096;75.8;0.611;69.68
03/01/2019 09:10;81.9;61.637;72.0;1.189;68.56
03/01/2019 09:20;75.9;60.687;68.8;2.268;60.21
03/01/2019 09:30;70.6667;58.739;62.4;2.432;56.35
03/01/2019 09:40;67.8;56.588;62.2;2.667;54.72
03/01/2019 09:50;64.4;54.696;57.5;3.342;52.28
03/01/2019 10:00;59.5;51.428;53.8;3.973;50.38
03/01/2019 10:10;56.1;49.352;53.1;4.194;49.04
03/01/2019 10:20;54.8;48.236;50.2;4.555;48.24
03/01/2019 10:30;52.8;46.474;48.8;5.059;47.36
03/01/2019 10:40;50.7;45.545;47.5;5.335;44.98
03/01/2019 10:50;49.2;44.464;45.8;5.692;44.68
03/01/2019 11:00;48.5;43.336;44.0;5.948;43.71
03/01/2019 11:10;47.1;42.701;43.2;6.158;43.14
03/01/2019 11:20;40.6;41.374;41.5;6.707;42.41
03/01/2019 11:30;38.0;40.445;38.7;7.231;39.4
03/01/2019 11:40;38.7;39.695;38.1;7.424;38.5
03/01/2019 11:50;37.9;38.078;37.6;7.458;38.53
03/01/2019 12:00;37.9;37.143;37.6;7.656;38.47
03/01/2019 12:10;36.3;36.274;37.3;8.07;38.05
03/01/2019 12:20;36.0;36.7644;37.1;8.17;37.55
03/01/2019 12:30;36.6;36.79;37.3;8.37;38.12
03/01/2019 12:40;36.7;36.1463;37.1;8.69;37.54
03/01/2019 12:50;36.3;36.503;37.0;8.66;37.82
03/01/2019 13:00;35.8;35.618;37.7;9.01;37.23
03/01/2019 13:10;35.2;34.949;37.8;9.34;37.15
03/01/2019 13:20;34.9;36.016;38.9;9.1;37.48
03/01/2019 13:30;35.5;36.288;39.2;9.07;36.86
03/01/2019 13:40;35.0;35.601;39.5;9.12;37.03
03/01/2019 13:50;34.6;35.671;39.0;9.15;37.31
03/01/2019 14:00;34.8;35.934;39.9;9.24;37.07
03/01/2019 14:10;35.2;35.612;39.3;9.27;37.25
03/01/2019 14:20;35.9;36.814;40.7;9.38;39.28
03/01/2019 14:30;37.2;38.136;42.3;9.36;38.67
03/01/2019 14:40;36.6;39.019;41.5;9.4;39.59
03/01/2019 14:50;37.8;39.02;41.6;9.31;38.52
03/01/2019 15:00;37.1;38.461;42.0;9.23;38.93
03/01/2019 15:10;36.9;37.831;41.1;8.95;40.08
03/01/2019 15:20;37.4;37.948;43.0;8.86;38.72
03/01/2019 15:30;38.4;39.704;50.7;8.22;41.19
03/01/2019 15:40;39.0;46.482;58.4;6.248;49.03
03/01/2019 15:50;44.5;51.71;63.4;4.307;58.74
03/01/2019 16:00;52.7;57.167;66.3;3.451;63.16
03/01/2019 16:10;56.4;59.65;68.3;2.449;67.84
03/01/2019 16:20;60.4;61.237;68.2;1.617;70.73
03/01/2019 16:30;65.4;62.74;70.5;0.834;74.05
03/01/2019 16:40;67.8;65.89;73.2;0.37;76.61
03/01/2019 16:50;70.2;66.977;74.6;0.221;76.37
03/01/2019 17:00;70.7;68.134;76.6;-0.323;78.15
03/01/2019 17:10;71.6;69.047;78.1;-0.908;79.85
03/01/2019 17:20;72.7;69.69;79.1;-0.858;79.16
03/01/2019 17:30;73.0;69.76;80.2;-1.162;79.89
03/01/2019 17:40;74.1;69.834;81.6;-1.211;79.9
03/01/2019 17:50;76.0;71.652;82.2;-1.29;79.28
03/01/2019 18:00;78.4;74.184;82.8;-1.476;80.5
03/01/2019 18:10;79.6;75.091;84.0;-1.705;80.4
03/01/2019 18:20;80.25;75.802;84.0;-2.056;80.2
03/01/2019 18:30;80.6667;76.011;84.4;-2.052;80.4
03/01/2019 18:40;81.8889;77.006;84.0;-2.179;80.8
03/01/2019 18:50;82.125;77.79;84.8;-2.226;80.7
03/01/2019 19:00;82.875;78.446;85.3;-2.422;80.7
03/01/2019 19:10;82.5;77.558;87.0;-2.434;80.6
03/01/2019 19:20;83.5;78.09;85.8;-2.559;80.9
03/01/2019 19:30;83.2;79.33;86.0;-2.778;81.7
03/01/2019 19:40;83.9;80.272;87.5;-2.855;81.9
03/01/2019 19:50;85.8;81.059;87.6;-3.063;81.7
03/01/2019 20:00;85.7;81.393;88.0;-3.217;82.1
03/01/2019 20:10;86.0;81.415;87.0;-3.076;82.2
03/01/2019 20:20;86.0;81.639;86.2222;-3.158;81.7
03/01/2019 20:30;86.0;81.465;87.125;-3.251;81.3
03/01/2019 20:40;87.3333;81.776;86.25;-3.311;81.6
03/01/2019 20:50;88.875;83.088;87.625;-3.407;81.7
03/01/2019 21:00;89.25;83.127;87.4444;-3.489;81.9
03/01/2019 21:10;89.3333;82.591;87.0;-3.734;82.5
03/01/2019 21:20;90.0;84.13;87.2222;-3.731;83.6
03/01/2019 21:30;90.0;83.89;88.3;-3.847;83.3
03/01/2019 21:40;90.3;84.0311;87.5556;-4.06;83.2
03/01/2019 21:50;90.6;84.2043;87.6667;-4.16;83.5
03/01/2019 22:00;91.0;84.9767;88.875;-4.234;84.1
03/01/2019 22:10;90.8;84.6337;88.9;-4.537;84.6
03/01/2019 22:20;90.7;84.7689;88.1;-4.599;84.9
03/01/2019 22:30;90.3;84.21;89.3;-4.647;85.0
03/01/2019 22:40;90.9;82.63;89.0;-4.971;85.0
03/01/2019 22:50;91.0;82.516;89.2;-5.075;85.9
03/01/2019 23:00;91.7;81.852;89.9;-5.257;86.4
03/01/2019 23:10;91.0;80.925;90.5;-5.34;86.6
03/01/2019 23:20;91.0;80.641;90.0;-5.47;86.8
03/01/2019 23:30;91.3;79.105;90.4;-5.381;86.9
03/01/2019 23:40;91.3;80.454;90.4;-5.356;86.9
03/01/2019 23:50;92.0;79.673;90.8571;-5.522;86.8
04/01/2019 00:00;91.8;80.089;91.0;-5.668;86.9
04/01/2019 00:10;91.6;81.217;90.875;-5.651;87.0
04/01/2019 00:20;91.9;81.399;91.3333;-5.624;86.9
04/01/2019 00:30;91.2;80.907;90.0;-5.647;86.7
04/01/2019 00:40;90.5;81.123;90.2222;-5.742;86.6
04/01/2019 00:50;90.4;82.517;90.8889;-5.767;87.0
04/01/2019 01:00;90.6;82.622;90.9;-5.808;86.8
04/01/2019 01:10;90.0;83.249;90.2;-5.777;86.6
